,id,latitude,longitude,day_of_year,day_of_week,hour,month,pollution_value,temperature_2m_mean,wind_speed_10m_mean,wind_speed_100m_mean,wind_direction_10m_mean,wind_direction_100m_mean,precipitation_mean,relative_humidity_2m_mean,surface_pressure_mean,cloud_cover_mean,cloud_cover_low_mean,cloud_cover_mid_mean,cloud_cover_high_mean,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,day_of_year_sin,day_of_year_cos,month_sin,month_cos,is_weekend,is_night,season,cluster
22,22,-33.879,18.524,222,2,7,8,4.427,11.450556532392472,14.852443281021506,23.43425882244624,222.0769793658199,242.6808771372312,0.1543010752688172,79.7979733360215,1017.5950691666666,52.43413978494624,37.600806451612904,18.670698924731184,18.123655913978496,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,-0.6287628145958345,-0.7775971469736268,-0.8660254037844385,-0.5000000000000004,0,0,2,5
23,23,38.866,139.885,267,0,10,9,7.5,21.191411450268816,11.734977529758064,19.268667520698926,159.05165041935484,178.00912045376347,0.4942204301075269,84.65305395430107,1014.2124894220431,68.83736559139786,32.706989247311824,37.26881720430107,50.0,0.49999999999999994,-0.8660254037844387,0.0,1.0,-0.9932568492674143,-0.11593459959550066,-1.0,-1.8369701987210297e-16,1,0,3,7
24,24,1.335,103.833,214,3,10,8,8.5,28.566244825268818,14.873416763037635,18.857468217607526,154.50088501478496,151.819410016129,0.13776881720430106,76.35535148790322,1008.1729264516129,81.13037634408602,11.455645161290322,17.68010752688172,77.10483870967742,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,-0.5160623910158526,-0.8565509959010037,-0.8660254037844385,-0.5000000000000004,0,0,2,2
25,25,37.566,126.986,165,3,23,6,17.5,22.660644987903225,8.091836015752689,12.022950929932795,215.41000270403225,222.82736748521504,0.09569892473118279,65.83079934543011,1004.9765230645163,51.81182795698925,10.942204301075268,13.893817204301076,42.405913978494624,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,0.29671281927349075,-0.9549667548552551,1.2246467991473532e-16,-1.0,0,1,2,7
26,26,34.687,135.474,267,0,10,9,6.5,26.366204533602147,11.483619048790324,15.742018205604838,128.23851692701612,132.45510136666667,0.21424731182795703,75.52465674596773,1013.3775963440861,58.67741935483871,13.868279569892474,25.79032258064516,47.645161290322584,0.49999999999999994,-0.8660254037844387,0.0,1.0,-0.9932568492674143,-0.11593459959550066,-1.0,-1.8369701987210297e-16,1,0,3,7
27,27,43.982,126.456,221,0,14,8,23.5,24.622997311827955,8.59338286579301,14.285002699959678,183.0414530087366,184.63225032177417,0.4584677419354839,85.23968577419355,984.6569188844087,76.58736559139786,28.490591397849464,26.827956989247312,65.03897849462365,-0.4999999999999997,-0.8660254037844388,0.0,1.0,-0.6152845999633277,-0.7883050558305253,-0.8660254037844385,-0.5000000000000004,1,0,2,7
28,28,30.313,-97.648,147,5,9,5,23.5,26.066822461021506,12.296329233870969,19.807963976075268,152.9565565760753,151.83049183198924,0.2939516129032258,78.63112829569893,991.5719311021505,53.73924731182796,29.596774193548388,10.02016129032258,38.41263440860215,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,0.5737722679043246,-0.8190148866680801,0.49999999999999994,-0.8660254037844387,0,0,1,6
29,29,32.855,117.308,221,0,14,8,25.5,30.160965486559142,9.50849766420699,16.234549769959674,152.10218140873656,157.7655101422043,0.14811827956989249,75.81265066801075,1000.0991947580645,46.68010752688172,6.243279569892473,12.201612903225806,39.909946236559136,-0.4999999999999997,-0.8660254037844388,0.0,1.0,-0.6152845999633277,-0.7883050558305253,-0.8660254037844385,-0.5000000000000004,1,0,2,2
30,30,41.011,29.051,301,4,16,10,12.461,13.43999189247312,13.619324105913977,22.533882260080645,54.04199424650537,57.97215003575269,0.011827956989247313,74.49502719623655,1013.377043077957,45.36021505376344,32.416666666666664,7.331989247311828,17.103494623655912,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-0.8919813464595487,0.45207220393230374,-0.8660254037844386,0.5000000000000001,0,0,3,0
31,31,43.074,-108.39,150,1,18,5,8.5,16.74079816125,10.614652535389784,16.77602625795699,212.43543988010757,210.43916406922042,0.03588709677419355,39.82198247083333,845.7880716532258,41.079301075268816,3.350806451612903,19.46505376344086,33.65860215053763,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0.5307300481619334,-0.8475409228928311,0.49999999999999994,-0.8660254037844387,0,0,1,1
32,32,34.447,109.52,221,0,14,8,20.5,27.240774392473114,5.861370238911292,9.735118796061828,144.82221340174732,130.55121325497313,0.09771505376344085,72.66438045430108,959.6020208064516,52.598118279569896,5.630376344086022,14.71505376344086,48.37903225806452,-0.4999999999999997,-0.8660254037844388,0.0,1.0,-0.6152845999633277,-0.7883050558305253,-0.8660254037844385,-0.5000000000000004,1,0,2,2
33,33,45.83,131.09,221,0,14,8,6.5,23.422553561827957,8.966262191532257,14.957102545430109,169.685957094086,176.39762085860212,0.24233870967741938,84.64891190188172,986.3824604435483,78.09677419354838,30.211021505376344,27.170698924731184,61.5994623655914,-0.4999999999999997,-0.8660254037844388,0.0,1.0,-0.6152845999633277,-0.7883050558305253,-0.8660254037844385,-0.5000000000000004,1,0,2,7
34,34,23.12,113.347,221,0,14,8,9.5,28.37933601344086,8.394498328252688,13.505171618911291,178.03269542150537,189.252102827957,0.6911290322580645,87.05536664247312,1004.0152198790323,82.25403225806451,25.760752688172044,28.243279569892472,77.62768817204301,-0.4999999999999997,-0.8660254037844388,0.0,1.0,-0.6152845999633277,-0.7883050558305253,-0.8660254037844385,-0.5000000000000004,1,0,2,2
35,35,27.139,93.696,288,5,5,10,9.93,23.393355049731184,3.6560019588978494,5.341730505739247,205.6744811283602,129.7997221252688,0.260752688172043,84.92430410887097,983.0723897715054,59.5994623655914,21.943548387096776,35.57795698924731,37.01209677419355,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,-0.970063921851507,0.2428497220959358,-0.8660254037844386,0.5000000000000001,0,1,3,9
36,36,20.535,-103.374,198,0,0,7,30.5,20.909209477150537,5.610706173077958,8.07858000330645,152.02991210604839,151.02843785860213,0.2413978494623656,79.92111503897848,852.7909628091397,81.13575268817205,21.903225806451612,29.607526881720432,67.41532258064517,0.0,1.0,0.0,1.0,-0.2636654927280072,-0.9646141756912435,-0.4999999999999997,-0.8660254037844388,1,1,2,6
37,37,36.629,-118.035,110,2,20,4,433.5,16.37721746688172,6.612224706008065,11.735224965322582,213.07446932499997,206.67662670295698,0.004166666666666667,27.054993639784946,887.9144062903226,23.349462365591396,2.635752688172043,13.696236559139784,15.025537634408602,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.9483615800121715,-0.3171912885891061,0.8660254037844387,-0.4999999999999998,0,0,1,1
38,38,25.464,81.899,289,6,19,10,111.17,27.24982218951613,6.259247250510752,10.04115170346774,203.14939216155918,210.50629506962366,0.007661290322580646,76.53283585215054,1000.29234672043,27.88037634408602,6.172043010752688,8.905913978494624,17.008064516129032,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,-0.965739937654855,0.25951179706979943,-0.8660254037844386,0.5000000000000001,1,0,3,9
39,39,52.48,-1.858,157,1,19,6,6.5,12.522782599731183,14.743538657795701,23.467018811962365,240.6292851185484,239.91338959274196,0.14368279569892473,75.7650658454301,999.100680766129,69.51075268817205,46.556451612903224,36.79704301075269,32.333333333333336,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,0.42500033996955416,-0.9051931898913974,1.2246467991473532e-16,-1.0,0,0,2,4
40,40,34.625,133.68,267,0,10,9,9.5,25.889540432795695,8.329169043548386,14.283545005846774,127.44101969892473,105.94387027487905,0.19959677419354838,74.88054564516129,1012.6781234139785,57.208333333333336,17.56048387096774,26.065860215053764,46.75268817204301,0.49999999999999994,-0.8660254037844387,0.0,1.0,-0.9932568492674143,-0.11593459959550066,-1.0,-1.8369701987210297e-16,1,0,3,7
41,41,-37.756,144.896,275,1,7,10,5.71,13.20863684932796,14.91683023924731,24.041852995430105,201.48396228969088,205.01280995405915,0.07231182795698925,70.30603283333333,1014.1757073790322,56.37096774193548,26.58467741935484,26.0752688172043,30.504032258064516,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,-0.9997685019798909,0.021516097436222233,-0.8660254037844386,0.5000000000000001,0,0,3,8
42,42,31.4,120.656,221,0,14,8,33.5,31.139690918010754,11.751721570120969,18.67838617110215,141.6694934329301,145.6204992469086,0.09502688172043011,72.12508210483871,1003.9711826881719,45.96774193548387,5.080645161290323,9.538978494623656,40.276881720430104,-0.4999999999999997,-0.8660254037844388,0.0,1.0,-0.6152845999633277,-0.7883050558305253,-0.8660254037844385,-0.5000000000000004,1,0,2,2
43,43,49.862,18.527,36,4,16,2,49.5,4.988368189482527,15.848524215053763,27.437593026303762,231.874790480914,236.4231489922043,0.10080645161290322,79.36535857526881,991.5893904838711,79.75537634408602,47.916666666666664,43.594086021505376,52.189516129032256,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0.5808002734538009,0.8140460935082178,0.8660254037844386,0.5000000000000001,0,0,0,0
44,44,36.673,101.477,221,0,14,8,20.5,16.70507230362903,5.283066395658602,7.061658716747313,202.19864984287634,188.98918068857526,0.09327956989247313,63.565905826612905,758.2215923387097,44.163978494623656,8.76478494623656,24.349462365591396,31.60483870967742,-0.4999999999999997,-0.8660254037844388,0.0,1.0,-0.6152845999633277,-0.7883050558305253,-0.8660254037844385,-0.5000000000000004,1,0,2,2
45,45,45.597,14.87,214,3,10,8,12.48,20.789844370967742,4.814406326922043,7.305426987137097,193.11695079287634,171.00252472446238,0.04206989247311828,67.23429543951612,917.303287110215,36.61021505376344,8.263440860215054,9.705645161290322,26.6747311827957,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,-0.5160623910158526,-0.8565509959010037,-0.8660254037844385,-0.5000000000000004,0,0,2,0
46,46,38.638,-90.208,150,1,20,5,21.1,21.683040668682793,10.637009043548387,18.333456376478495,203.23033327513443,206.18293155268816,0.17016129032258062,70.21540606048387,992.9124547311828,47.38575268817204,10.716397849462366,14.192204301075268,39.20967741935484,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.5307300481619334,-0.8475409228928311,0.49999999999999994,-0.8660254037844387,0,0,1,6
47,47,39.708,2.658,29,0,21,1,13.5,8.693373617338711,10.07463307641129,17.57568572526882,235.07714091948927,227.69195514475803,0.031586021505376344,76.88252102016129,935.2916075672043,56.13306451612903,12.481182795698924,11.513440860215054,48.380376344086024,-0.7071067811865477,0.7071067811865474,0.0,1.0,0.47873384011578846,0.8779600847008882,0.49999999999999994,0.8660254037844387,1,0,0,4
48,48,35.39,136.632,267,0,10,9,5.5,25.241696190860214,5.972403714233871,9.311713993911289,211.17890026142476,188.878731818414,0.19247311827956987,82.02553583064515,1012.5611263709678,66.15188172043011,24.365591397849464,26.099462365591396,48.471774193548384,0.49999999999999994,-0.8660254037844387,0.0,1.0,-0.9932568492674143,-0.11593459959550066,-1.0,-1.8369701987210297e-16,1,0,3,7
49,49,43.607,122.269,23,3,5,1,39.5,-11.210725864045699,12.096372836962365,21.165824300134407,242.63233313978492,237.73476518903223,0.003494623655913979,50.141878322580645,1007.5166220833332,31.426075268817204,2.21505376344086,20.001344086021504,22.760752688172044,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,0.38566340624360707,0.9226395488404876,0.49999999999999994,0.8660254037844387,0,1,0,7
50,50,51.478,-0.475,301,6,3,10,12.5,11.336392224731183,9.781510610672044,17.439070875981184,180.91911918252686,183.25467779193548,0.07016129032258064,88.09989347715053,1018.4342624596774,79.41397849462365,57.41935483870968,19.997311827956988,35.193548387096776,0.7071067811865476,0.7071067811865476,-0.7818314824680299,0.6234898018587334,-0.8919813464595487,0.45207220393230374,-0.8660254037844386,0.5000000000000001,1,1,3,4
51,51,41.516,-96.178,140,4,6,5,9.5,18.10498662379032,15.56002734126344,25.186257742069895,204.10568793642474,206.12703669297042,0.1383064516129032,64.66600042338709,964.85062,47.70967741935484,10.90725806451613,17.59543010752688,39.04838709677419,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.6680638642135335,-0.7441039398713607,0.49999999999999994,-0.8660254037844387,0,1,1,6
52,52,35.352,136.76,267,0,10,9,12.5,25.31444623521506,6.617526819005375,10.441667244556452,208.9304199860215,193.61065559327957,0.20981182795698927,82.3094057016129,1013.0058117876345,66.96102150537635,23.831989247311828,26.338709677419356,48.85349462365591,0.49999999999999994,-0.8660254037844387,0.0,1.0,-0.9932568492674143,-0.11593459959550066,-1.0,-1.8369701987210297e-16,1,0,3,7
53,53,23.468,111.264,221,0,14,8,26.5,28.646828377688173,6.44327068172043,10.387550086424731,162.91097246169355,172.93243332620966,0.49959677419354837,85.59767626612903,1001.9592911962366,78.61827956989248,22.20967741935484,24.030913978494624,74.63172043010752,-0.4999999999999997,-0.8660254037844388,0.0,1.0,-0.6152845999633277,-0.7883050558305253,-0.8660254037844385,-0.5000000000000004,1,0,2,2
54,54,24.19,120.626,137,0,8,5,16.5,24.568919354838705,8.78913173548387,14.603489206491936,173.07905857903225,151.591277031586,0.30819892473118277,83.17811379569892,998.6657684543011,77.02016129032258,16.884408602150536,35.19892473118279,65.33333333333333,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.705583610107178,-0.7086266782644596,0.49999999999999994,-0.8660254037844387,1,0,1,2
55,55,43.127,141.388,267,0,10,9,7.5,16.926080341935485,11.303952245631722,18.29322186814516,207.6015361895161,204.78175160013438,0.1275537634408602,77.40599188037635,1015.0794159408601,60.03763440860215,26.293010752688172,25.788978494623656,42.57795698924731,0.49999999999999994,-0.8660254037844387,0.0,1.0,-0.9932568492674143,-0.11593459959550066,-1.0,-1.8369701987210297e-16,1,0,3,7
56,56,38.993,116.109,221,0,14,8,22.5,27.417954689516133,7.189055011868279,11.884885753817207,146.90113816693548,151.2390549752688,0.35793010752688165,81.31046242069893,1001.8483347446237,56.84274193548387,18.337365591397848,19.456989247311828,44.666666666666664,-0.4999999999999997,-0.8660254037844388,0.0,1.0,-0.6152845999633277,-0.7883050558305253,-0.8660254037844385,-0.5000000000000004,1,0,2,2
57,57,34.808,113.668,221,0,14,8,21.5,28.346016301075267,9.100618628938172,15.384801532258065,153.68704024045698,152.85610921626343,0.19341397849462363,78.92358636693548,992.7228855376344,48.63709677419355,12.68010752688172,13.706989247311828,38.81317204301075,-0.4999999999999997,-0.8660254037844388,0.0,1.0,-0.6152845999633277,-0.7883050558305253,-0.8660254037844385,-0.5000000000000004,1,0,2,2
58,58,23.524,113.339,221,0,14,8,8.5,25.778349056451614,7.137145947365591,11.793167510618279,179.18580272043008,186.46347360080645,0.6563172043010752,88.1752966639785,961.9389666263442,82.66935483870968,33.2755376344086,30.201612903225808,76.7002688172043,-0.4999999999999997,-0.8660254037844388,0.0,1.0,-0.6152845999633277,-0.7883050558305253,-0.8660254037844385,-0.5000000000000004,1,0,2,2
59,59,30.718,76.743,304,0,4,10,43.5,23.317217741935487,7.679221443333333,13.017423547903226,203.3795967333333,223.88830868709678,0.0009408602150537634,66.32572850537635,974.9467206989248,3.668010752688172,1.0362903225806452,0.4153225806451613,2.2916666666666665,0.8660254037844386,0.5000000000000001,0.0,1.0,-0.8674563547295971,0.4975132889071803,-0.8660254037844386,0.5000000000000001,1,1,3,9
60,60,34.859,135.333,267,0,10,9,7.5,23.384105023521506,9.43232163454301,16.45314473346774,122.53781644099463,122.75617958118279,0.22002688172043008,80.52736886424732,970.6234018817204,60.66129032258065,21.18010752688172,26.096774193548388,48.41935483870968,0.49999999999999994,-0.8660254037844387,0.0,1.0,-0.9932568492674143,-0.11593459959550066,-1.0,-1.8369701987210297e-16,1,0,3,7
61,61,40.571,33.66,151,2,3,5,10.441,19.46630070497312,7.86856951016129,11.535146672903226,257.0138190909946,260.75093144744625,0.09314516129032259,55.20639856586022,914.2507101344086,48.663978494623656,5.111559139784946,20.4247311827957,38.5994623655914,0.7071067811865476,0.7071067811865476,0.9749279121818236,-0.22252093395631434,0.5160623910158528,-0.8565509959010036,0.49999999999999994,-0.8660254037844387,0,1,1,0
62,62,37.609,-118.991,150,1,23,5,9.5,9.091916610390458,7.858643110228494,11.803570940819892,195.4331934918011,191.8272916907258,0.017204301075268817,50.18484529166667,715.0507290860214,21.4502688172043,1.9529569892473118,9.923387096774194,15.5,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,0.5307300481619334,-0.8475409228928311,0.49999999999999994,-0.8660254037844387,0,1,1,1
63,63,46.596,-120.49,151,2,2,5,4.5,17.310225603629032,9.481639122849462,14.494085433467742,252.93376685981184,246.39202112701614,0.01478494623655914,41.405586291666665,976.7776991666666,48.39381720430107,4.751344086021505,24.381720430107528,37.05779569892473,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.5160623910158528,-0.8565509959010036,0.49999999999999994,-0.8660254037844387,0,1,1,1
64,64,35.905,139.864,267,0,9,9,6.5,25.09248670967742,13.35753844392473,20.109256012768817,148.91394057096775,146.12853183817205,0.1135752688172043,80.06506736424731,1013.9389634139783,69.9758064516129,31.263440860215052,28.4502688172043,50.8494623655914,0.7071067811865476,-0.7071067811865475,0.0,1.0,-0.9932568492674143,-0.11593459959550066,-1.0,-1.8369701987210297e-16,1,0,3,7
65,65,38.541,-121.444,145,2,14,5,17.2,21.61219097580645,11.09354348266129,17.090031398521507,212.11955823279567,218.97051645833335,0.00040322580645161296,49.845390526209684,1009.9909259811828,16.684139784946236,3.6344086021505375,0.6209677419354839,13.190860215053764,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0.6016240632249226,-0.7987793728863649,0.49999999999999994,-0.8660254037844387,0,0,1,1
66,66,-24.618,30.175,103,3,0,4,6.948,20.93228775,5.135514153494624,7.40064124563172,118.77279481303762,99.01701244717742,0.07432795698924732,66.99139137768817,923.3110070295699,44.899193548387096,22.653225806451612,16.646505376344088,23.587365591397848,0.0,1.0,0.43388373911755823,-0.900968867902419,0.9796136916454901,-0.20089055513063506,0.8660254037844387,-0.4999999999999998,0,1,1,5
